"matricula","carrera","periodo","numRepPrev","año","semestre","cantidad_asig","tasa_rep_carga","ceneval_global","ceneval_analitico","ceneval_matematico","ceneval_lengua","ceneval_esp","prom_per_prev","generacion","tasa_aprob_per_prev","tasa_aprob_gral_prev","asigMuchas","cuartil_repEst","asigRep_totalAsig","carrera_IA","carrera_IDeIO","carrera_ILyCS","carrera_II","carrera_IE","carrera_NI","carrera_TS","semestre_Otoño","complejidad_carga4","complejidad_carga5","año_encurso","carga_aprobada","recursando","total_recursando","depto","practicante","situacion","situacion_Condicionado","situacion_Irregular","situacion_Regular","depto_EyN","depto_TSGyH"
126466802,"Ingeniería Industrial",201603,1,2016,"Otoño",5,11.1338250066751,1132,1150,1090,1150,1090,7.5,2012,0.5,0.5,0,3,0.166666666666667,0,0,0,1,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466802,"Ingeniería Industrial",201801,3,2018,"Primavera",3,20.482583638237,1132,1150,1090,1150,1090,5,2012,0,0.5,0,4,0.6,0,0,0,1,0,0,0,0,4,1,7,0,1,2,"CBeI",0,"Condicionado",1,0,0,0,0
126466802,"Ingeniería Industrial",201803,1,2018,"Otoño",5,13.0823298538848,1132,1150,1090,1150,1090,7.33333333333333,2012,0.5,0.5,0,3,0.333333333333333,0,0,0,1,0,0,0,1,4,2,7,0,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466804,"Ingeniería Industrial",201601,0,2016,"Primavera",7,19.2230822214646,1120,1120,1210,1150,1000,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466804,"Ingeniería Industrial",201603,2,2016,"Otoño",7,11.630524635741,1120,1120,1210,1150,1000,6.42857142857143,2012,0.5,0.5,1,4,0.285714285714286,0,0,0,1,0,0,0,1,4,1,5,0,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466804,"Ingeniería Industrial",201801,2,2018,"Primavera",3,8.74576172803227,1120,1120,1210,1150,1000,6.5,2012,0,0.5,0,4,0.5,0,0,0,1,0,0,0,0,4,1,7,1,0,0,"CBeI",0,"Condicionado",1,0,0,0,0
126466804,"Ingeniería Industrial",201803,0,2018,"Otoño",2,31.1274509803922,1120,1120,1210,1150,1000,7.66666666666667,2012,1,0.6,0,1,0,0,0,0,1,0,0,0,1,4,1,7,1,1,1,"CBeI",1,"",0,0,0,0,0
126466807,"Ingeniería en Logística y Cadena de Suministro",201601,0,2016,"Primavera",6,14.1537275056294,1150,1120,1120,1210,1120,8.44444444444444,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466807,"Ingeniería en Logística y Cadena de Suministro",201603,1,2016,"Otoño",6,21.9717177568925,1150,1120,1120,1210,1120,7.5,2012,0.5,0.5,0,3,0.166666666666667,0,0,1,0,0,0,0,1,2,5,5,0,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466813,"Ingeniería Industrial",201601,0,2016,"Primavera",7,17.2778175953467,1096,1060,1030,1150,1060,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466813,"Ingeniería Industrial",201603,2,2016,"Otoño",6,10.0875206314328,1096,1060,1030,1150,1060,6.42857142857143,2012,0.5,0.5,0,4,0.285714285714286,0,0,0,1,0,0,0,1,4,2,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466813,"Ingeniería Industrial",201801,1,2018,"Primavera",5,19.6694305363751,1096,1060,1030,1150,1060,6.71428571428571,2012,0,0.5,0,3,0.142857142857143,0,0,0,1,0,0,0,0,4,5,7,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466815,"Ingeniería Industrial",201801,0,2018,"Primavera",4,12.3586668167452,988,940,1030,1000,910,9,2012,1,0.5,0,1,0,0,0,0,1,0,0,0,0,4,1,7,1,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466815,"Ingeniería Industrial",201803,0,2018,"Otoño",6,19.2810666950203,988,940,1030,1000,910,8.25,2012,1,0.666666666666667,0,1,0,0,0,0,1,0,0,0,1,1,1,7,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466817,"Ingeniería Industrial",201601,0,2016,"Primavera",6,12.81016986588,1084,1030,1120,1060,1060,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466821,"Ingeniería Industrial",201601,0,2016,"Primavera",8,14.0490130127225,1018,1060,1120,1000,940,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466821,"Ingeniería Industrial",201603,3,2016,"Otoño",5,21.047549813028,1018,1060,1120,1000,940,6.75,2012,0.333333333333333,0.333333333333333,0,4,0.375,0,0,0,1,0,0,0,1,4,1,5,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466821,"Ingeniería Industrial",201801,0,2018,"Primavera",6,14.5111152090557,1018,1060,1120,1000,940,7.83333333333333,2012,1,0.6,0,1,0,0,0,0,1,0,0,0,0,4,1,7,0,1,2,"CBeI",1,"Irregular",0,1,0,0,0
126466821,"Ingeniería Industrial",201803,1,2018,"Otoño",4,11.3819756788273,1018,1060,1120,1000,940,6.66666666666667,2012,0.5,0.58,0,3,0.166666666666667,0,0,0,1,0,0,0,1,4,1,7,0,0,0,"CBeI",1,"Irregular",0,1,0,0,0
126466823,"Ingeniería Industrial",201601,0,2016,"Primavera",7,20.0552724697832,934,880,940,910,1000,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466823,"Ingeniería Industrial",201603,3,2016,"Otoño",6,18.9437595346788,934,880,940,910,1000,6.57142857142857,2012,0.4,0.4,0,4,0.428571428571429,0,0,0,1,0,0,0,1,1,5,5,0,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466826,"Ingeniería Industrial",201601,0,2016,"Primavera",5,4.22182655601037,1192,1270,1270,1210,1120,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466826,"Ingeniería Industrial",201603,0,2016,"Otoño",3,7.48069612060816,1192,1270,1270,1210,1120,9,2012,1,1,0,1,0,0,0,0,1,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466827,"Negocios Internacionales",201601,0,2016,"Primavera",6,13.1511760711267,1114,1150,1150,1120,1120,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
126466827,"Negocios Internacionales",201603,0,2016,"Otoño",7,10.2701721580813,1114,1150,1150,1120,1120,8.5,2012,1,1,1,1,0,0,0,0,0,0,1,0,1,3,2,5,1,0,0,"EyN",1,"Regular",0,0,1,1,0
126466827,"Negocios Internacionales",201801,0,2018,"Primavera",6,10.0571031014879,1114,1150,1150,1120,1120,7.83333333333333,2012,1,1,0,1,0,0,0,0,0,0,1,0,0,3,2,7,1,0,0,"EyN",0,"Regular",0,0,1,1,0
126466833,"Ingeniería Industrial",201601,0,2016,"Primavera",6,11.9478560538809,1102,1240,1090,970,1090,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466833,"Ingeniería Industrial",201603,2,2016,"Otoño",6,4.3980263367169,1102,1240,1090,970,1090,5.16666666666667,2012,0.5,0.5,0,4,0.333333333333333,0,0,0,1,0,0,0,1,4,1,5,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466833,"Ingeniería Industrial",201801,2,2018,"Primavera",4,27.6200562722302,1102,1240,1090,970,1090,6.6,2012,0,0.375,0,4,0.4,0,0,0,1,0,0,0,0,4,5,7,0,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466833,"Ingeniería Industrial",201803,1,2018,"Otoño",2,43.2824403646809,1102,1240,1090,970,1090,5.75,2012,0.666666666666667,0.433333333333333,0,3,0.25,0,0,0,1,0,0,0,1,4,1,7,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466835,"Ingeniería Industrial",201601,0,2016,"Primavera",8,16.3877585986857,1204,1210,1240,1180,1240,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466835,"Ingeniería Industrial",201603,2,2016,"Otoño",5,7.29714269999725,1204,1210,1240,1180,1240,6.875,2012,0.5,0.5,0,4,0.25,0,0,0,1,0,0,0,1,3,2,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466835,"Ingeniería Industrial",201801,0,2018,"Primavera",3,10.0970837710178,1204,1210,1240,1180,1240,10,2012,1,0.708333333333333,0,1,0,0,0,0,1,0,0,0,0,4,1,7,0,1,1,"CBeI",0,"",0,0,0,0,0
126466835,"Ingeniería Industrial",201803,1,2018,"Otoño",2,24.6474190726159,1204,1210,1240,1180,1240,6.66666666666667,2012,1,0.766666666666667,0,3,0.333333333333333,0,0,0,1,0,0,0,1,4,1,7,1,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466836,"Ingeniería Industrial",201601,0,2016,"Primavera",8,7.54842188873556,1162,1150,1090,1270,1060,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466836,"Ingeniería Industrial",201603,1,2016,"Otoño",4,3.10812306904557,1162,1150,1090,1270,1060,7.25,2012,0,0,0,3,0.125,0,0,0,1,0,0,0,1,4,2,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466836,"Ingeniería Industrial",201801,1,2018,"Primavera",2,27.4327671620665,1162,1150,1090,1270,1060,7.33333333333333,2012,0,0.416666666666667,0,3,0.333333333333333,0,0,0,1,0,0,0,0,4,1,7,1,1,1,"CBeI",1,"Irregular",0,1,0,0,0
126466836,"Ingeniería Industrial",201803,0,2018,"Otoño",2,31.7563817980022,1162,1150,1090,1270,1060,8,2012,1,0.533333333333333,0,1,0,0,0,0,1,0,0,0,1,4,1,7,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466838,"Ingeniería Industrial",201601,0,2016,"Primavera",6,11.9478560538809,1180,1240,1210,1150,1150,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466838,"Ingeniería Industrial",201603,2,2016,"Otoño",6,4.3980263367169,1180,1240,1210,1150,1150,5.33333333333333,2012,0.5,0.5,0,4,0.333333333333333,0,0,0,1,0,0,0,1,4,1,5,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466838,"Ingeniería Industrial",201801,1,2018,"Primavera",3,29.5286416815079,1180,1240,1210,1150,1150,7.16666666666667,2012,0.75,0.6875,0,3,0.166666666666667,0,0,0,1,0,0,0,0,4,1,7,0,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466838,"Ingeniería Industrial",201803,2,2018,"Otoño",2,43.2824403646809,1180,1240,1210,1150,1150,4.66666666666667,2012,0,0.55,0,4,0.666666666666667,0,0,0,1,0,0,0,1,4,1,7,0,1,2,"CBeI",0,"Condicionado",1,0,0,0,0
126466839,"Ingeniería Industrial",201601,0,2016,"Primavera",6,10.4661809891661,1054,1060,1000,1030,1090,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466839,"Ingeniería Industrial",201603,0,2016,"Otoño",4,13.9823113530582,1054,1060,1000,1030,1090,8.33333333333333,2012,1,1,0,1,0,0,0,0,1,0,0,0,1,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466839,"Ingeniería Industrial",201803,1,2018,"Otoño",1,9.84455958549223,1054,1060,1000,1030,1090,6,2012,1,0.75,0,3,0.5,0,0,0,1,0,0,0,1,4,1,7,1,1,1,"CBeI",0,"Condicionado",1,0,0,0,0
126466843,"Ingeniería Industrial",201601,0,2016,"Primavera",4,12.1716956162455,1078,1090,1120,1090,1030,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466843,"Ingeniería Industrial",201603,1,2016,"Otoño",6,15.5722858699466,1078,1090,1120,1090,1030,6.25,2012,0,0,0,3,0.25,0,0,0,1,0,0,0,1,4,1,5,0,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466843,"Ingeniería Industrial",201801,0,2018,"Primavera",4,24.5867881704689,1078,1090,1120,1090,1030,7.33333333333333,2012,1,0.3125,0,1,0,0,0,0,1,0,0,0,0,4,5,7,0,1,2,"CBeI",0,"Irregular",0,1,0,0,0
126466843,"Ingeniería Industrial",201803,2,2018,"Otoño",2,26.544681733361,1078,1090,1120,1090,1030,5,2012,0.333333333333333,0.316666666666667,0,4,0.5,0,0,0,1,0,0,0,1,4,1,7,1,1,1,"CBeI",0,"Condicionado",1,0,0,0,0
126466844,"Ingeniería Industrial",201601,0,2016,"Primavera",4,19.1218179905988,1102,1120,1090,1090,1090,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466844,"Ingeniería Industrial",201603,4,2016,"Otoño",3,6.71312912058191,1102,1120,1090,1090,1090,1,2012,0,0,0,4,1,0,0,0,1,0,0,0,1,4,3,5,1,1,1,"CBeI",0,"Condicionado",1,0,0,0,0
126466847,"Ingeniería Industrial",201601,0,2016,"Primavera",8,9.27650467625514,1066,1090,1000,1150,970,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466847,"Ingeniería Industrial",201603,2,2016,"Otoño",5,4.75462984289563,1066,1090,1000,1150,970,7.125,2012,0.333333333333333,0.333333333333333,0,4,0.25,0,0,0,1,0,0,0,1,3,2,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466847,"Ingeniería Industrial",201801,1,2018,"Primavera",3,32.4253874478189,1066,1090,1000,1150,970,5.33333333333333,2012,0,0.458333333333333,0,3,0.333333333333333,0,0,0,1,0,0,0,0,4,1,7,0,1,2,"CBeI",1,"Condicionado",1,0,0,0,0
126466848,"Ingeniería Industrial",201601,0,2016,"Primavera",3,22.6706226147272,1054,1090,1030,1060,1120,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466849,"Ingeniería Industrial",201601,0,2016,"Primavera",3,7.40097029954319,1126,1150,1180,1060,1090,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466861,"Ingeniería Industrial",201601,0,2016,"Primavera",7,10.839565746639,1054,1090,1090,1030,1000,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,3,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466861,"Ingeniería Industrial",201603,0,2016,"Otoño",7,3.62990680673737,1054,1090,1090,1030,1000,8.42857142857143,2012,1,1,1,1,0,0,0,0,1,0,0,0,1,4,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466861,"Ingeniería Industrial",201801,2,2018,"Primavera",3,20.3966114112663,1054,1090,1090,1030,1000,7.2,2012,0,0.75,0,4,0.4,0,0,0,1,0,0,0,0,4,1,7,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466861,"Ingeniería Industrial",201803,1,2018,"Otoño",4,25.2281767040796,1054,1090,1090,1030,1000,6.33333333333333,2012,0,0.6,0,3,0.333333333333333,0,0,0,1,0,0,0,1,4,1,7,0,1,1,"CBeI",1,"Irregular",0,1,0,0,0
126466862,"Ingeniería Industrial",201601,0,2016,"Primavera",5,15.3472205757266,1114,1030,1120,1150,1120,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466862,"Ingeniería Industrial",201603,1,2016,"Otoño",4,11.5037022793034,1114,1030,1120,1150,1120,7.6,2012,0.5,0.5,0,3,0.2,0,0,0,1,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466864,"Ingeniería Industrial",201601,0,2016,"Primavera",6,17.0841873228915,1000,940,940,1030,1000,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466864,"Ingeniería Industrial",201603,2,2016,"Otoño",5,11.991639591408,1000,940,940,1030,1000,6.16666666666667,2012,0.333333333333333,0.333333333333333,0,4,0.333333333333333,0,0,0,1,0,0,0,1,4,1,5,1,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466864,"Ingeniería Industrial",201801,1,2018,"Primavera",3,6.96934378613494,1000,940,940,1030,1000,8,2012,0,0.583333333333333,0,3,0.25,0,0,0,1,0,0,0,0,4,1,7,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466864,"Ingeniería Industrial",201803,0,2018,"Otoño",3,21.8109316265366,1000,940,940,1030,1000,9,2012,1,0.666666666666667,0,1,0,0,0,0,1,0,0,0,1,4,1,7,0,1,1,"CBeI",1,"",0,0,0,0,0
126466867,"Ingeniería Industrial",201601,0,2016,"Primavera",9,20.4390023267977,1150,1090,1210,1180,1120,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466867,"Ingeniería Industrial",201801,1,2018,"Primavera",4,10.4756548288607,1150,1090,1210,1180,1120,7.33333333333333,2012,0.5,0.611111111111111,0,3,0.166666666666667,0,0,0,1,0,0,0,0,4,1,7,1,0,0,"CBeI",1,"Irregular",0,1,0,0,0
126466867,"Ingeniería Industrial",201803,0,2018,"Otoño",2,15.1844863731656,1150,1090,1210,1180,1120,8.75,2012,1,0.708333333333333,0,1,0,0,0,0,1,0,0,0,1,4,1,7,0,1,1,"CBeI",0,"",0,0,0,0,0
126466869,"Ingeniería Industrial",201601,0,2016,"Primavera",3,11.5401847256686,1036,1000,970,1060,1000,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466869,"Ingeniería Industrial",201603,1,2016,"Otoño",4,10.3179932621667,1036,1000,970,1060,1000,5,2012,0,0,0,3,0.333333333333333,0,0,0,1,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466871,"Ingeniería Industrial",201603,0,2016,"Otoño",6,6.48698865026395,1102,1030,1120,1120,1120,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466871,"Ingeniería Industrial",201801,1,2018,"Primavera",5,18.0076134210723,1102,1030,1120,1120,1120,5.66666666666667,2012,0,0.5,0,3,0.333333333333333,0,0,0,1,0,0,0,0,4,1,7,0,1,2,"CBeI",1,"Irregular",0,1,0,0,0
126466873,"Ingeniería en Logística y Cadena de Suministro",201601,0,2016,"Primavera",6,13.5587513552756,1036,1180,940,1030,1030,8.44444444444444,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466873,"Ingeniería en Logística y Cadena de Suministro",201603,1,2016,"Otoño",6,13.7506835186146,1036,1180,940,1030,1030,8.16666666666667,2012,1,1,0,3,0.166666666666667,0,0,1,0,0,0,0,1,4,1,5,1,0,0,"CBeI",1,"Irregular",0,1,0,0,0
126466873,"Ingeniería en Logística y Cadena de Suministro",201801,1,2018,"Primavera",6,18.4075258418306,1036,1180,940,1030,1030,7.5,2012,1,1,0,3,0.125,0,0,1,0,0,0,0,0,4,5,7,0,1,1,"CBeI",0,"Irregular",0,1,0,0,0
126466873,"Ingeniería en Logística y Cadena de Suministro",201803,3,2018,"Otoño",3,30.4923003609098,1036,1180,940,1030,1030,5.33333333333333,2012,0,0.8,0,4,0.5,0,0,1,0,0,0,0,1,4,1,7,0,1,3,"CBeI",0,"Condicionado",1,0,0,0,0
126466875,"Ingeniería Industrial",201601,0,2016,"Primavera",6,12.3925974515558,1048,1090,1090,1000,940,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466875,"Ingeniería Industrial",201603,2,2016,"Otoño",5,14.9433488161989,1048,1090,1090,1000,940,7.83333333333333,2012,0.333333333333333,0.333333333333333,0,4,0.333333333333333,0,0,0,1,0,0,0,1,4,1,5,0,0,0,"CBeI",0,"Irregular",0,1,0,0,0
126466876,"Ingeniería Industrial",201601,0,2016,"Primavera",4,7.59820671038583,1240,1240,1240,1240,1240,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466876,"Ingeniería Industrial",201603,0,2016,"Otoño",3,6.3138476206235,1240,1240,1240,1240,1240,9.75,2012,1,1,0,1,0,0,0,0,1,0,0,0,1,4,1,5,1,0,0,"CBeI",1,"Regular",0,0,1,0,0
126466879,"Negocios Internacionales",201603,0,2016,"Otoño",6,8.43414930491897,1132,1060,1120,1120,1150,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,5,0,0,0,"EyN",1,"Regular",0,0,1,1,0
126466886,"Ingeniería Industrial",201601,0,2016,"Primavera",3,3.61639392599145,1018,940,970,1000,1030,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466886,"Ingeniería Industrial",201603,1,2016,"Otoño",6,10.0114485630701,1018,940,970,1000,1030,5,2012,1,1,0,3,0.333333333333333,0,0,0,1,0,0,0,1,4,1,5,0,0,0,"CBeI",1,"Irregular",0,1,0,0,0
126466887,"Ingeniería Industrial",201601,0,2016,"Primavera",5,5.81736232848965,1102,1120,1150,1060,1090,8.44444444444444,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466887,"Ingeniería Industrial",201603,0,2016,"Otoño",1,12.4444444444444,1102,1120,1150,1060,1090,9.2,2012,1,1,0,1,0,0,0,0,1,0,0,0,1,4,1,5,1,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466895,"Ingeniería Industrial",201601,0,2016,"Primavera",7,16.4239151336887,1042,1030,1060,1030,1000,8.44444444444444,2012,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466895,"Ingeniería Industrial",201603,4,2016,"Otoño",3,22.0127024342671,1042,1030,1060,1030,1000,5.42857142857143,2012,0,0,0,4,0.571428571428571,0,0,0,1,0,0,0,1,4,1,5,1,1,2,"CBeI",0,"Condicionado",1,0,0,0,0
126466895,"Ingeniería Industrial",201801,1,2018,"Primavera",3,20.2163937100587,1042,1030,1060,1030,1000,7,2012,0,0.333333333333333,0,3,0.2,0,0,0,1,0,0,0,0,4,1,7,0,1,2,"CBeI",0,"Condicionado",1,0,0,0,0
126466898,"Ingeniería en Logística y Cadena de Suministro",201601,0,2016,"Primavera",9,18.2140657367299,1078,1060,1060,1060,1090,8.44444444444444,2012,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,5,0,0,0,"CBeI",0,"Regular",0,0,1,0,0
126466898,"Ingeniería en Logística y Cadena de Suministro",201603,3,2016,"Otoño",6,9.78798433234435,1078,1060,1060,1060,1090,6.88888888888889,2012,0.4,0.4,0,4,0.333333333333333,0,0,1,0,0,0,0,1,4,2,5,0,1,1,"CBeI",1,"Irregular",0,1,0,0,0
126466898,"Ingeniería en Logística y Cadena de Suministro",201801,3,2018,"Primavera",3,28.3108964637627,1078,1060,1060,1060,1090,3.5,2012,0,0.266666666666667,0,4,0.75,0,0,1,0,0,0,0,0,4,1,7,1,1,3,"CBeI",0,"Condicionado",1,0,0,0,0
126466960,"Gastronomía",201601,0,2016,"Primavera",5,14.5229586439838,1210,1210,1210,1150,1240,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
126466963,"Turismo Sustentable y Gestión Hotelera",201601,0,2016,"Primavera",8,8.68623074799185,988,1030,880,1060,940,8.44444444444444,2012,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,5,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
126466963,"Turismo Sustentable y Gestión Hotelera",201603,2,2016,"Otoño",7,8.82298408332873,988,1030,880,1060,940,6.875,2012,0.5,0.5,1,4,0.25,0,0,0,0,0,0,1,1,3,2,5,1,1,1,"TSGyH",1,"Irregular",0,1,0,0,1
126466964,"Turismo Sustentable y Gestión Hotelera",201601,0,2016,"Primavera",9,6.68055188347982,1018,1000,970,1030,1030,8.44444444444444,2012,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,5,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
126466964,"Turismo Sustentable y Gestión Hotelera",201603,3,2016,"Otoño",8,7.70171929312247,1018,1000,970,1030,1030,6.55555555555556,2012,0,0,1,4,0.333333333333333,0,0,0,0,0,0,1,1,3,2,5,0,1,2,"TSGyH",0,"Irregular",0,1,0,0,1
126466964,"Turismo Sustentable y Gestión Hotelera",201801,0,2018,"Primavera",1,8,1018,1000,970,1030,1030,8,2012,1,0.5,0,1,0,0,0,0,0,0,0,1,0,4,1,7,1,0,0,"TSGyH",1,"Regular",0,0,1,0,1
126466965,"Gastronomía",201601,0,2016,"Primavera",6,9.9834429760373,1108,1030,1090,1180,1060,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,"TSGyH",0,"Regular",0,0,1,0,1
126466965,"Gastronomía",201603,1,2016,"Otoño",7,6.36631331274165,1108,1030,1090,1180,1060,7.83333333333333,2012,0.5,0.5,1,3,0.166666666666667,0,0,0,0,0,0,0,1,4,1,5,0,0,0,"TSGyH",0,"Irregular",0,1,0,0,1
126466967,"Turismo Sustentable y Gestión Hotelera",201601,0,2016,"Primavera",3,5.38675718300929,1048,1030,1000,1060,1000,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,5,1,0,0,"TSGyH",1,"Regular",0,0,1,0,1
126466968,"Turismo Sustentable y Gestión Hotelera",201601,0,2016,"Primavera",3,6.00283594984536,1120,1090,1150,1150,1150,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,5,1,0,0,"TSGyH",0,"Regular",0,0,1,0,1
126466969,"Negocios Internacionales",201601,0,2016,"Primavera",6,7.63216893922789,1072,1060,1030,1180,970,8.44444444444444,2012,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
126466969,"Negocios Internacionales",201603,0,2016,"Otoño",6,9.12561035350976,1072,1060,1030,1180,970,8.33333333333333,2012,1,1,0,1,0,0,0,0,0,0,1,0,1,2,3,5,1,0,0,"EyN",0,"Regular",0,0,1,1,0
